1	143
1	291
1	506
1	651
1	768
1	778
1	828
1	912
1	933
1	967
2	127
2	247
2	742
2	795
2	843
2	849
2	870
2	884
2	946
2	971
3	221
3	343
3	456
3	781
3	891
3	963
3	965
3	990
3	991
3	999
4	423
4	568
4	658
4	908
4	939
4	953
4	954
4	988
4	995
4	996
5	372
5	442
5	787
5	846
5	930
5	966
5	976
5	981
5	985
5	987
6	683
6	722
6	811
6	895
6	897
6	928
6	937
6	955
6	978
6	994
7	310
7	756
7	849
7	878
7	929
7	948
7	968
7	977
7	992
7	997
8	185
8	194
8	567
8	592
8	803
8	886
8	935
8	944
8	964
8	975
9	423
9	535
9	753
9	826
9	849
9	915
9	920
9	926
9	931
9	950
10	633
10	768
10	828
10	864
10	918
10	933
10	948
10	951
10	967
10	977
11	348
11	503
11	664
11	695
11	735
11	804
11	851
11	913
11	926
11	931
12	206
12	367
12	651
12	735
12	767
12	804
12	851
12	915
12	920
12	926
13	249
13	647
13	765
13	852
13	930
13	959
13	966
13	979
13	981
13	987
14	153
14	351
14	400
14	411
14	798
14	820
14	841
14	886
14	916
14	975
15	405
15	663
15	767
15	847
15	900
15	906
15	945
15	965
15	983
15	999
16	527
16	758
16	889
16	903
16	921
16	945
16	983
16	990
16	991
16	992
17	354
17	562
17	618
17	619
17	720
17	845
17	883
17	942
17	954
17	995
18	438
18	444
18	529
18	594
18	686
18	873
18	937
18	938
18	955
18	994
19	335
19	413
19	548
19	594
19	731
19	754
19	840
19	897
19	955
19	994
20	337
20	526
20	628
20	743
20	761
20	778
20	918
20	933
20	967
20	984
21	231
21	396
21	579
21	746
21	787
21	848
21	976
21	979
21	981
21	985
22	315
22	347
22	741
22	812
22	822
22	845
22	908
22	943
22	995
22	996
23	68
23	271
23	609
23	769
23	812
23	845
23	943
23	954
23	988
23	995
24	136
24	336
24	499
24	754
24	834
24	840
24	928
24	937
24	938
24	994
25	313
25	583
25	830
25	845
25	856
25	939
25	943
25	953
25	988
25	995
26	594
26	721
26	837
26	940
26	956
26	980
26	982
26	986
26	989
26	993
27	396
27	712
27	739
27	852
27	916
27	930
27	936
27	976
27	979
27	987
28	517
28	661
28	912
28	938
28	961
28	969
28	972
28	984
28	998
28	1000
29	55
29	290
29	410
29	451
29	682
29	694
29	869
29	925
29	934
29	964
30	101
30	107
30	379
30	758
30	759
30	798
30	841
30	916
30	935
30	975
31	314
31	622
31	658
31	720
31	780
31	840
31	883
31	988
31	995
31	996
32	169
32	224
32	581
32	646
32	698
32	731
32	930
32	979
32	985
32	987
33	131
33	738
33	790
33	861
33	871
33	917
33	934
33	937
33	955
33	994
34	406
34	775
34	800
34	864
34	901
34	914
34	921
34	949
34	958
34	970
35	42
35	144
35	697
35	719
35	881
35	942
35	945
35	963
35	983
35	999
36	265
36	511
36	546
36	821
36	863
36	966
36	976
36	981
36	984
36	987
37	60
37	267
37	286
37	643
37	881
37	889
37	945
37	963
37	990
37	991
38	465
38	667
38	735
38	767
38	815
38	913
38	915
38	920
38	931
38	940
39	89
39	662
39	880
39	947
39	973
39	980
39	982
39	986
39	989
39	993
40	428
40	819
40	821
40	870
40	930
40	959
40	976
40	979
40	985
40	987
41	315
41	572
41	607
41	845
41	881
41	945
41	952
41	965
41	990
41	991
42	35
42	395
42	743
42	751
42	761
42	768
42	832
42	864
42	918
42	951
43	485
43	604
43	695
43	779
43	785
43	826
43	851
43	920
43	931
43	950
44	167
44	231
44	271
44	812
44	842
44	953
44	954
44	988
44	995
44	996
45	210
45	475
45	562
45	697
45	830
45	953
45	954
45	972
45	988
45	995
46	349
46	351
46	524
46	577
46	702
46	798
46	886
46	894
46	944
46	975
47	805
47	836
47	857
47	899
47	947
47	980
47	982
47	986
47	989
47	993
48	368
48	645
48	899
48	919
48	927
48	936
48	968
48	977
48	992
48	997
49	623
49	662
49	911
49	939
49	961
49	969
49	972
49	984
49	998
49	1000
50	680
50	857
50	874
50	875
50	890
50	973
50	980
50	982
50	986
50	993
51	311
51	459
51	590
51	600
51	713
51	961
51	974
51	984
51	998
51	1000
52	309
52	434
52	537
52	823
52	888
52	909
52	918
52	924
52	951
52	967
53	185
53	217
53	299
53	446
53	740
53	886
53	909
53	935
53	944
53	975
54	255
54	507
54	585
54	632
54	790
54	796
54	869
54	872
54	925
54	964
55	29
55	316
55	442
55	782
55	865
55	896
55	901
55	949
55	970
55	978
56	300
56	490
56	660
56	854
56	858
56	882
56	904
56	927
56	977
56	992
57	793
57	849
57	888
57	947
57	973
57	980
57	985
57	986
57	989
57	993
58	90
58	472
58	685
58	831
58	844
58	875
58	976
58	979
58	981
58	985
59	284
59	716
59	761
59	778
59	833
59	908
59	924
59	933
59	951
59	967
60	37
60	92
60	793
60	940
60	973
60	980
60	982
60	986
60	989
60	993
61	90
61	415
61	749
61	799
61	896
61	910
61	914
61	928
61	958
61	970
62	560
62	567
62	700
62	780
62	830
62	943
62	953
62	988
62	995
62	996
63	156
63	413
63	708
63	709
63	850
63	873
63	887
63	955
63	978
63	994
64	186
64	473
64	506
64	618
64	705
64	830
64	877
64	953
64	954
64	996
65	370
65	577
65	794
65	797
65	847
65	963
65	965
65	971
65	983
65	991
66	569
66	573
66	784
66	818
66	874
66	945
66	957
66	963
66	990
66	999
67	289
67	652
67	747
67	799
67	808
67	907
67	946
67	950
67	962
67	971
68	23
68	342
68	825
68	939
68	943
68	953
68	960
68	988
68	995
68	996
69	375
69	555
69	796
69	849
69	851
69	879
69	913
69	915
69	920
69	926
70	115
70	524
70	678
70	702
70	791
70	797
70	916
70	935
70	944
70	975
71	534
71	548
71	714
71	751
71	945
71	957
71	963
71	965
71	983
71	999
72	430
72	472
72	738
72	852
72	853
72	863
72	875
72	885
72	976
72	981
73	189
73	662
73	703
73	726
73	895
73	937
73	960
73	984
73	998
73	1000
74	103
74	123
74	137
74	730
74	845
74	908
74	939
74	988
74	995
74	996
75	425
75	588
75	671
75	756
75	829
75	859
75	948
75	977
75	992
75	997
76	171
76	363
76	781
76	878
76	898
76	957
76	963
76	983
76	990
76	991
77	805
77	889
77	932
77	973
77	980
77	982
77	986
77	987
77	989
77	993
78	144
78	529
78	745
78	762
78	802
78	840
78	874
78	917
78	937
78	994
79	356
79	475
79	561
