1	7 
2	8 
3	2 
4	3 
5	2 
6	1 
7	3 
8	3 
9	10 
10	2 
11	6 
12	3 
13	3 
14	9 
15	4 
16	4 
17	1 
18	8 
19	6 
20	3 
21	9 
22	2 
23	12 
24	4 
25	9 
26	1 
27	12 
28	8 
29	8 
30	9 
31	2 
32	6 
33	3 
34	13 
35	10 
36	6 
37	8 
38	11 
39	12 
40	10 
41	10 
42	3 
43	13 
44	7 
45	6 
46	10 
47	6 
48	4 
49	3 
50	10 
51	13 
52	6 
53	10 
54	2 
55	4 
56	7 
57	9 
58	1 
59	11 
60	2 
61	2 
62	4 
63	13 
64	4 
65	13 
66	3 
67	11 
68	2 
69	8 
70	10 
71	2 
72	8 
73	4 
74	4 
75	2 
76	5 
77	5 
78	4 
79	10 
80	1 
81	3 
82	3 
83	4 
84	4 
85	6 
86	7 
87	4 
88	12 
89	7 
90	3 
91	10 
92	4 
93	11 
94	8 
95	9 
96	8 
97	3 
98	5 
99	11 
100	9 
101	7 
102	3 
103	3 
104	10 
105	13 
106	10 
107	13 
108	12 
109	10 
110	1 
111	10 
112	5 
113	10 
114	6 
115	6 
116	3 
117	8 
118	11 
119	10 
120	13 
121	10 
122	8 
123	11 
124	10 
125	9 
126	2 
127	10 
128	1 
129	4 
130	3 
131	9 
132	3 
133	9 
134	7 
135	4 
136	3 
137	8 
138	5 
139	13 
140	13 
141	5 
142	1 
143	12 
144	6 
145	9 
146	3 
147	10 
148	7 
149	11 
150	6 
151	7 
152	12 
153	2 
154	3 
155	3 
156	11 
157	2 
158	1 
159	4 
160	9 
161	5 
162	9 
163	4 
164	5 
165	2 
166	1 
167	11 
168	5 
169	7 
170	7 
171	1 
172	9 
173	13 
174	3 
175	10 
176	2 
177	12 
178	5 
179	11 
180	11 
181	11 
182	6 
183	12 
184	7 
185	7 
186	4 
187	13 
188	3 
189	2 
190	4 
191	10 
192	11 
193	4 
194	2 
195	2 
196	6 
197	2 
198	5 
199	7 
200	6 
201	3 
202	7 
203	6 
204	9 
205	10 
206	2 
207	11 
208	1 
209	6 
210	3 
211	9 
212	10 
213	6 
214	4 
215	7 
216	11 
217	7 
218	8 
219	4 
220	11 
221	6 
222	10 
223	3 
224	1 
225	4 
226	13 
227	6 
228	10 
229	10 
230	1 
231	4 
232	1 
233	3 
234	11 
235	10 
236	11 
237	9 
238	3 
239	7 
240	10 
241	4 
242	1 
243	9 
244	10 
245	5 
246	8 
247	4 
248	9 
249	6 
250	3 
251	9 
252	9 
253	8 
254	7 
255	1 
256	3 
257	6 
258	8 
259	9 
260	13 
261	11 
262	5 
263	6 
264	2 
265	13 
266	11 
267	3 
268	3 
269	9 
270	3 
271	7 
272	3 
273	4 
274	4 
275	3 
276	13 
277	3 
278	12 
279	12 
280	6 
281	2 
282	12 
283	12 
284	4 
285	11 
286	3 
287	13 
288	1 
289	12 
290	2 
291	4 
292	3 
293	4 
294	11 
295	13 
296	2 
297	2 
298	13 
299	12 
300	9 
301	6 
302	3 
303	4 
304	6 
305	3 
306	3 
307	5 
308	8 
309	11 
310	2 
311	10 
312	4 
313	12 
314	5 
315	13 
316	11 
317	7 
318	13 
319	10 
320	9 
321	3 
322	11 
323	11 
324	11 
325	4 
326	5 
327	2 
328	10 
329	4 
330	4 
331	8 
332	12 
333	7 
334	9 
335	9 
336	8 
337	3 
338	10 
339	1 
340	5 
341	2 
342	12 
343	11 
344	10 
345	13 
346	2 
347	2 
348	13 
349	7 
350	2 
351	3 
352	11 
353	7 
354	10 
355	13 
356	3 
357	3 
358	6 
359	6 
360	10 
361	7 
362	6 
363	5 
364	5 
365	2 
366	9 
367	3 
368	10 
369	13 
370	11 
371	2 
372	12 
373	7 
374	1 
375	13 
376	1 
377	1 
378	8 
379	8 
380	7 
381	1 
382	1 
383	3 
384	7 
385	3 
386	3 
387	5 
388	13 
389	5 
390	12 
391	7 
392	10 
393	6 
394	3 
395	9 
396	6 
397	11 
398	1 
399	13 
400	4 
401	10 
402	10 
403	8 
404	1 
405	3 
406	8 
407	9 
408	5 
409	3 
410	4 
411	10 
412	1 
413	7 
414	11 
415	10 
416	7 
417	1 
418	7 
419	2 
420	12 
421	3 
422	6 
423	1 
424	4 
425	3 
426	10 
427	10 
428	4 
429	2 
430	3 
431	8 
432	5 
433	13 
434	7 
435	8 
436	7 
437	2 
438	12 
439	4 
440	2 
441	6 
442	12 
443	5 
444	12 
445	3 
446	2 
447	11 
448	4 
449	7 
450	7 
451	3 
452	1 
453	13 
454	4 
455	13 
456	8 
457	6 
458	1 
459	7 
460	2 
